epoch,accuracy,loss,val_accuracy,val_loss
0,0.24106134474277496,2.0035436153411865,0.2813238799571991,1.921111822128296
1,0.30786600708961487,1.7997483015060425,0.31284475326538086,1.8017395734786987
2,0.3328942358493805,1.7519757747650146,0.308116614818573,1.8706510066986084
3,0.3368460536003113,1.7225137948989868,0.2773837745189667,2.0531563758850098
4,0.343620628118515,1.681280255317688,0.32151299715042114,1.7838205099105835
5,0.34625518321990967,1.676655650138855,0.3498817980289459,1.7032958269119263
6,0.3669552206993103,1.650334358215332,0.35776200890541077,1.6679370403289795
7,0.3611215651035309,1.6481389999389648,0.31442078948020935,1.8284653425216675
8,0.3707188665866852,1.631645917892456,0.37352246046066284,1.6580015420913696
9,0.37881067395210266,1.6110469102859497,0.37903860211372375,1.636074423789978
10,0.3904779851436615,1.5881357192993164,0.38061466813087463,1.6078511476516724
11,0.3995107412338257,1.5770751237869263,0.365642249584198,1.6890149116516113
12,0.4060971140861511,1.5514891147613525,0.3940110206604004,1.6198245286941528
13,0.41588258743286133,1.5399442911148071,0.3333333432674408,1.8378690481185913
14,0.4239743947982788,1.5241378545761108,0.3640661835670471,1.7293803691864014
15,0.4177643954753876,1.514763355255127,0.42001575231552124,1.5825779438018799
16,0.42077532410621643,1.5052398443222046,0.3388494849205017,1.7858729362487793
17,0.4298080503940582,1.4926462173461914,0.39479905366897583,1.6484544277191162
18,0.43187806010246277,1.4810340404510498,0.3892829120159149,1.6031421422958374
19,0.4369589686393738,1.4747952222824097,0.39716312289237976,1.6724830865859985
20,0.44523897767066956,1.469985008239746,0.39322301745414734,1.6802763938903809
21,0.4523899257183075,1.4677857160568237,0.4152876138687134,1.616197109222412
