epoch,accuracy,loss,val_accuracy,val_loss
0,0.2531050145626068,3.0000548362731934,0.3207249939441681,1.8411945104599
1,0.33646970987319946,1.796008825302124,0.2955082654953003,1.8743757009506226
2,0.37410613894462585,1.6892715692520142,0.35539793968200684,1.6806998252868652
3,0.38276252150535583,1.6621209383010864,0.36485421657562256,1.664217233657837
4,0.4038389027118683,1.6025621891021729,0.3561859726905823,1.7782293558120728
5,0.4100489318370819,1.5622717142105103,0.4026792645454407,1.5644835233688354
6,0.4228453040122986,1.5404008626937866,0.368794322013855,1.6450117826461792
7,0.42529168725013733,1.5325555801391602,0.39558708667755127,1.5499482154846191
8,0.4292435050010681,1.5300307273864746,0.37746256589889526,1.607276439666748
9,0.4427926242351532,1.4868587255477905,0.41843971610069275,1.5315202474594116
10,0.43488895893096924,1.4874522686004639,0.4208037853240967,1.5152080059051514
11,0.4482499063014984,1.4782984256744385,0.3995271921157837,1.5469775199890137
12,0.44937899708747864,1.4719197750091553,0.4105595052242279,1.579695224761963
13,0.4533308148384094,1.4571897983551025,0.42001575231552124,1.5444633960723877
14,0.4559653699398041,1.441311001777649,0.40977147221565247,1.6181652545928955
15,0.4565299153327942,1.438433289527893,0.4342001676559448,1.5189621448516846
16,0.46405720710754395,1.4320197105407715,0.40425533056259155,1.5623376369476318
17,0.4621753990650177,1.424965262413025,0.39558708667755127,1.7201005220413208
18,0.4576590061187744,1.4323256015777588,0.43104806542396545,1.5274016857147217
19,0.4663153886795044,1.4160823822021484,0.40740740299224854,1.6096676588058472
20,0.4661272168159485,1.4103339910507202,0.43656423687934875,1.5249340534210205
21,0.47835904359817505,1.3999743461608887,0.42001575231552124,1.549329161643982
22,0.4762890338897705,1.4053173065185547,0.42553192377090454,1.6040807962417603
