epoch,accuracy,loss,val_accuracy,val_loss
0,0.12063492089509964,2.4361298084259033,0.1418439745903015,2.2286226749420166
1,0.19682539999485016,2.145663022994995,0.09929078072309494,2.745652914047241
2,0.2291005253791809,1.9963396787643433,0.18124507367610931,1.9976996183395386
3,0.24867725372314453,1.948231816291809,0.16390858590602875,2.273334264755249
4,0.28201058506965637,1.8801590204238892,0.2955082654953003,1.8560447692871094
5,0.3195767104625702,1.8463653326034546,0.26950353384017944,1.9075647592544556
6,0.3444444537162781,1.7888598442077637,0.29156816005706787,1.847474217414856
7,0.3460317552089691,1.7663792371749878,0.283687949180603,1.8782521486282349
8,0.3619047701358795,1.7380199432373047,0.19621749222278595,2.126408576965332
9,0.3772486746311188,1.69693922996521,0.3349093794822693,1.7461767196655273
10,0.37248677015304565,1.675316333770752,0.29078012704849243,2.0102579593658447
11,0.4105820059776306,1.6384073495864868,0.23167848587036133,2.1164486408233643
12,0.4068782925605774,1.6308176517486572,0.34357762336730957,1.7560617923736572
13,0.4047619104385376,1.6160390377044678,0.25374311208724976,2.013676166534424
14,0.43492063879966736,1.594272494316101,0.2167060673236847,2.2733659744262695
15,0.4333333373069763,1.5670967102050781,0.2758077085018158,1.993107557296753
16,0.43597882986068726,1.5536226034164429,0.347517728805542,1.777084231376648
17,0.45185184478759766,1.5228925943374634,0.33806145191192627,1.807828664779663
18,0.4582010507583618,1.4933785200119019,0.31993696093559265,1.9081147909164429
19,0.4671957790851593,1.4740256071090698,0.3223010301589966,1.8865962028503418
20,0.4740740656852722,1.4621601104736328,0.3207249939441681,1.9574944972991943
21,0.46878308057785034,1.544982671737671,0.3246650993824005,1.9137681722640991
