epoch,accuracy,loss,val_accuracy,val_loss
0,0.21509221196174622,2.0670576095581055,0.2576832175254822,1.943037509918213
1,0.2986450791358948,1.8472487926483154,0.33412134647369385,1.7533270120620728
2,0.3150169253349304,1.8039857149124146,0.2899921238422394,1.8981691598892212
3,0.32047420740127563,1.7554806470870972,0.308116614818573,1.844262719154358
4,0.32668423652648926,1.7204337120056152,0.31048068404197693,1.8279454708099365
5,0.3488897383213043,1.701403260231018,0.32151299715042114,1.7408180236816406
6,0.358110636472702,1.6788954734802246,0.2687155306339264,2.080911159515381
7,0.3628152012825012,1.6668665409088135,0.30181244015693665,1.8942928314208984
8,0.37316522002220154,1.642447590827942,0.3388494849205017,1.8337446451187134
9,0.3855852484703064,1.6239317655563354,0.23877067863941193,2.329960346221924
10,0.38407978415489197,1.6119537353515625,0.3814026713371277,1.6128695011138916
11,0.3938652575016022,1.6006989479064941,0.3727344274520874,1.6442354917526245
12,0.38727888464927673,1.6005032062530518,0.2505910098552704,2.341122627258301
13,0.3899134397506714,1.592024803161621,0.36249014735221863,1.6507796049118042
14,0.40176892280578613,1.574154019355774,0.4018912613391876,1.621423363685608
15,0.4109898507595062,1.5602517127990723,0.39322301745414734,1.6501260995864868
16,0.4196462035179138,1.5505726337432861,0.38770684599876404,1.6080987453460693
17,0.409860759973526,1.5541082620620728,0.37746256589889526,1.6740316152572632
18,0.4094843864440918,1.5419089794158936,0.35539793968200684,1.7747249603271484
19,0.42133986949920654,1.5288429260253906,0.38770684599876404,1.6699509620666504
20,0.4228453040122986,1.5281777381896973,0.38061466813087463,1.5496280193328857
21,0.4181407690048218,1.5275599956512451,0.3924349844455719,1.5839923620224
22,0.43131351470947266,1.509404182434082,0.39322301745414734,1.6156812906265259
23,0.4179525673389435,1.5172992944717407,0.3561859726905823,1.8040205240249634
24,0.42698532342910767,1.5061534643173218,0.38455477356910706,1.6379992961883545
25,0.4375235140323639,1.5051801204681396,0.39873915910720825,1.5604181289672852
26,0.4283025860786438,1.490976095199585,0.42001575231552124,1.5618042945861816
