epoch,accuracy,loss,val_accuracy,val_loss
0,0.24426044523715973,2.0168352127075195,0.30732861161231995,1.797231912612915
1,0.30203238129615784,1.8036458492279053,0.3238770663738251,1.7612799406051636
2,0.33082422614097595,1.7453643083572388,0.35382190346717834,1.6894069910049438
3,0.34456154704093933,1.696291208267212,0.2852639853954315,1.8810943365097046
4,0.34493789076805115,1.6770683526992798,0.3514578342437744,1.6635301113128662
5,0.36827248334884644,1.6546263694763184,0.3372734487056732,1.7452131509780884
6,0.3773052394390106,1.6191208362579346,0.3892829120159149,1.6038192510604858
7,0.39687618613243103,1.5887928009033203,0.3892829120159149,1.601396083831787
8,0.3996989130973816,1.574013352394104,0.3175728917121887,1.895383358001709
9,0.39781707525253296,1.5715042352676392,0.39322301745414734,1.6022295951843262
10,0.4091080129146576,1.5635144710540771,0.4160756468772888,1.5528578758239746
11,0.41607075929641724,1.5388389825820923,0.41292357444763184,1.5530985593795776
12,0.42209258675575256,1.5192490816116333,0.3884948790073395,1.6716543436050415
13,0.4198344051837921,1.5230247974395752,0.408195436000824,1.5537577867507935
14,0.43018442392349243,1.5002996921539307,0.3884948790073395,1.6554521322250366
15,0.428678959608078,1.4899910688400269,0.4137115776538849,1.60710608959198
16,0.43658262491226196,1.4763790369033813,0.4066193997859955,1.5881853103637695
