epoch,accuracy,loss,val_accuracy,val_loss
0,0.13059842586517334,2.439939498901367,0.2096138745546341,2.133589267730713
1,0.27926233410835266,2.0307178497314453,0.2702915668487549,1.9703404903411865
2,0.2937523424625397,1.899405598640442,0.304964542388916,1.837693214416504
3,0.3035378158092499,1.8395196199417114,0.3136327862739563,1.8062595129013062
4,0.3144523799419403,1.7906490564346313,0.2702915668487549,1.9216296672821045
5,0.3295069634914398,1.7580255270004272,0.30732861161231995,1.7850085496902466
6,0.3537824749946594,1.721582055091858,0.35382190346717834,1.6891839504241943
7,0.3560406565666199,1.6961479187011719,0.3278171718120575,1.79348623752594
8,0.3571697473526001,1.677172064781189,0.3356974124908447,1.722554087638855
9,0.36902523040771484,1.653618335723877,0.35224586725234985,1.7052081823349
10,0.3863379657268524,1.6458172798156738,0.3711583912372589,1.7387429475784302
11,0.3942416310310364,1.6363739967346191,0.3278171718120575,1.8068935871124268
12,0.3748588562011719,1.628477692604065,0.35776200890541077,1.7435990571975708
